file_name,cosine_similarity
sample_0.wav,0.6139181
sample_1.wav,0.6531638
sample_10.wav,0.54957956
sample_11.wav,0.53250533
sample_12.wav,0.62550354
sample_13.wav,0.54265857
sample_14.wav,0.580171
sample_15.wav,0.5277024
sample_16.wav,0.46390468
sample_17.wav,0.52806795
sample_18.wav,0.4951614
sample_19.wav,0.5746553
sample_2.wav,0.522999
sample_20.wav,0.5413391
sample_21.wav,0.56116146
sample_22.wav,0.5947843
sample_23.wav,0.5402015
sample_24.wav,0.5674954
sample_25.wav,0.5080184
sample_26.wav,0.5961213
sample_27.wav,0.6204997
sample_28.wav,0.56566447
sample_29.wav,0.518639
sample_3.wav,0.631804
sample_4.wav,0.5940552
sample_5.wav,0.58778346
sample_6.wav,0.6530125
sample_7.wav,0.5087242
sample_8.wav,0.600027
sample_9.wav,0.5411606
AVERAGE,0.5646827
