file_name,cosine_similarity
1_0_1_01.wav,0.5200149
1_0_1_02.wav,0.42924708
1_0_1_03.wav,0.49231732
1_0_1_04.wav,0.54880476
1_0_1_05.wav,0.42907643
1_0_1_06.wav,0.54604
1_0_1_07.wav,0.5083505
1_0_1_08.wav,0.53934604
1_0_1_09.wav,0.4532987
1_0_1_19.wav,0.5565586
2_0_2_13.wav,0.5632316
2_0_2_14.wav,0.51409566
2_0_2_15.wav,0.5627079
2_0_2_16.wav,0.52397794
2_0_2_17.wav,0.39608264
2_0_2_18.wav,0.55130696
2_0_2_19.wav,0.62568355
2_0_2_20.wav,0.6007269
2_0_2_21.wav,0.6249153
2_0_2_22.wav,0.4260744
2_0_3_40.wav,0.41712403
2_0_3_41.wav,0.5599309
2_0_3_42.wav,0.4860325
2_0_3_43.wav,0.5354825
2_0_3_44.wav,0.5562681
2_0_3_45.wav,0.39799887
2_0_3_46.wav,0.5050506
2_0_3_47.wav,0.5127363
2_0_3_48.wav,0.5111514
2_0_3_49.wav,0.3689034
2_0_4_31.wav,0.6042628
2_0_4_32.wav,0.44842768
2_0_4_33.wav,0.4848792
2_0_4_34.wav,0.44021666
2_0_4_35.wav,0.46943402
2_0_4_36.wav,0.5182545
2_0_4_37.wav,0.50381047
2_0_4_38.wav,0.5694184
2_0_4_39.wav,0.51775056
2_0_4_40.wav,0.56437266
2_0_5_14.wav,0.5246495
2_0_5_15.wav,0.4920398
2_0_5_16.wav,0.4759301
2_0_5_17.wav,0.45440882
2_0_5_18.wav,0.44622147
2_0_5_19.wav,0.52299845
2_0_5_20.wav,0.56891865
2_0_5_21.wav,0.5694691
2_0_5_22.wav,0.5680306
2_0_5_23.wav,0.45414937
2_0_7_04.wav,0.57969683
2_0_7_05.wav,0.6383828
2_0_7_06.wav,0.5809613
2_0_7_07.wav,0.5875477
2_0_7_10.wav,0.5221581
2_0_7_11.wav,0.48536766
2_0_7_12.wav,0.68077815
2_0_7_13.wav,0.45332617
2_0_7_14.wav,0.5557011
2_0_7_15.wav,0.634642
AVERAGE,0.51964563
