file_name,cosine_similarity
sample_0.wav,0.65279984
sample_1.wav,0.74151003
sample_10.wav,0.58932865
sample_11.wav,0.67251664
sample_12.wav,0.6690226
sample_13.wav,0.564015
sample_14.wav,0.6733491
sample_15.wav,0.6888664
sample_16.wav,0.63449806
sample_17.wav,0.7320769
sample_18.wav,0.6084227
sample_19.wav,0.7517474
sample_2.wav,0.75133395
sample_20.wav,0.70628256
sample_21.wav,0.7286131
sample_22.wav,0.65451884
sample_23.wav,0.68816495
sample_24.wav,0.6821357
sample_25.wav,0.6902645
sample_26.wav,0.70769155
sample_27.wav,0.71311086
sample_28.wav,0.7161271
sample_29.wav,0.5821173
sample_3.wav,0.6340237
sample_30.wav,0.7425264
sample_31.wav,0.6589887
sample_32.wav,0.676617
sample_33.wav,0.66066384
sample_34.wav,0.70426226
sample_35.wav,0.75109047
sample_36.wav,0.6164416
sample_37.wav,0.6670581
sample_38.wav,0.76685846
sample_39.wav,0.70123553
sample_4.wav,0.6271677
sample_40.wav,0.61343825
sample_41.wav,0.5148082
sample_42.wav,0.6537797
sample_43.wav,0.6404549
sample_44.wav,0.68570924
sample_45.wav,0.57774234
sample_46.wav,0.66062385
sample_47.wav,0.685912
sample_48.wav,0.7632338
sample_49.wav,0.60692245
sample_5.wav,0.6442599
sample_50.wav,0.65577066
sample_51.wav,0.5175516
sample_52.wav,0.5499089
sample_53.wav,0.7012896
sample_54.wav,0.65648526
sample_55.wav,0.6482852
sample_56.wav,0.5590123
sample_57.wav,0.6930704
sample_58.wav,0.6897112
sample_59.wav,0.6967081
sample_6.wav,0.752765
sample_7.wav,0.7793924
sample_8.wav,0.58618224
sample_9.wav,0.71758664
AVERAGE,0.6676008
